"","X","Y","Class","text"
"GO:0061006",40.020236519654,18.968940967903,"cell cycle","regulation of cell proliferation involved in kidney morphogenesis"
"GO:0061008",42.6408463003226,4.258204583254,"morphogenesis/development","hepaticobiliary system development"
"GO:0061009",43.6600518151161,13.4252265140785,"morphogenesis/development","common bile duct development"
"GO:0061010",42.6337903681931,9.78047261911334,"morphogenesis/development","gallbladder development"
"GO:0061013",-35.7037635772977,-30.9883211136313,"gene regulation","regulation of mRNA catabolic process"
"GO:0061014",-36.422841049059,-31.1912191785333,"metabolic process","positive regulation of mRNA catabolic process"
"GO:0061015",2.66013040574852,-30.3840617713214,"transport","snRNA import into nucleus"
"GO:0061017",30.6805401659418,21.8650371220509,"morphogenesis/development","hepatoblast differentiation"
"GO:0061024",6.58979077643916,-15.4332051196,"cellular component organization","membrane organization"
"GO:0061025",7.20097487916946,-15.463131532766,"cellular component organization","membrane fusion"
"GO:0061026",37.4829047147296,3.29132581130823,"morphogenesis/development","cardiac muscle tissue regeneration"
"GO:0061027",44.7496017311478,11.1834660646985,"morphogenesis/development","umbilical cord development"
"GO:0061028",36.4510055531259,17.9128564054739,"morphogenesis/development","establishment of endothelial barrier"
"GO:0061029",35.6899761720087,4.93771584536563,"morphogenesis/development","eyelid development in camera-type eye"
"GO:0061030",36.2434235119361,15.6070211300924,"morphogenesis/development","epithelial cell differentiation involved in mammary gland alveolus development"
"GO:0061031",44.2949570827939,12.1065887854622,"morphogenesis/development","endodermal digestive tract morphogenesis"
"GO:0061032",43.0136330683049,14.9388430503812,"morphogenesis/development","visceral serous pericardium development"
"GO:0061033",23.7312649150122,-9.98249717112196,"transport","secretion by lung epithelial cell involved in lung growth"
"GO:0061034",38.8656651157376,8.6683183713197,"morphogenesis/development","olfactory bulb mitral cell layer development"
"GO:0061035",31.8836579363218,9.54492228964334,"morphogenesis/development","regulation of cartilage development"
"GO:0061036",31.1767805124093,9.78758254725478,"morphogenesis/development","positive regulation of cartilage development"
"GO:0061037",31.980249086633,9.74431674138995,"morphogenesis/development","negative regulation of cartilage development"
"GO:0061038",46.0478321767272,5.22038267014703,"morphogenesis/development","uterus morphogenesis"
"GO:0061040",45.4507806944339,7.96811656861269,"morphogenesis/development","female gonad morphogenesis"
"GO:0061041",0.444894947358265,29.0368232865557,"immune system process","regulation of wound healing"
"GO:0061042",26.521726002807,27.490458593768,"morphogenesis/development","vascular wound healing"
"GO:0061043",19.0280101775877,27.4172340234489,"morphogenesis/development","regulation of vascular wound healing"
"GO:0061044",10.2329533288135,28.5299706171079,"multicellular organismal process","negative regulation of vascular wound healing"
"GO:0061045",0.70868017888442,29.757181680754,"immune system process","negative regulation of wound healing"
"GO:0061046",43.1988849754869,11.3226559505687,"morphogenesis/development","regulation of branching involved in lung morphogenesis"
"GO:0061047",42.8115417518338,11.8506308791164,"morphogenesis/development","positive regulation of branching involved in lung morphogenesis"
"GO:0061048",40.2921475652278,11.0365943451628,"morphogenesis/development","negative regulation of branching involved in lung morphogenesis"
"GO:0061049",39.1780063125831,-14.2034782019544,"morphogenesis/development","cell growth involved in cardiac muscle cell development"
"GO:0061050",39.3309576330799,-14.8743450637222,"morphogenesis/development","regulation of cell growth involved in cardiac muscle cell development"
"GO:0061051",39.7163339529407,-10.541770719576,"morphogenesis/development","positive regulation of cell growth involved in cardiac muscle cell development"
"GO:0061052",36.398960466613,-14.8061093128785,"morphogenesis/development","negative regulation of cell growth involved in cardiac muscle cell development"
"GO:0061053",37.5304449634042,10.2446024139664,"morphogenesis/development","somite development"
"GO:0061054",45.0457750592242,12.827246239515,"morphogenesis/development","dermatome development"
"GO:0061055",44.5644518076258,14.9060738746721,"morphogenesis/development","myotome development"
"GO:0061056",44.2772407207105,14.8502251940667,"morphogenesis/development","sclerotome development"
"GO:0061061",37.6325693110709,-5.94680094162343,"morphogenesis/development","muscle structure development"
"GO:0061072",35.6896585094665,13.0350759711542,"morphogenesis/development","iris morphogenesis"
"GO:0061073",48.4918980356062,17.8312705397778,"morphogenesis/development","ciliary body morphogenesis"
"GO:0061074",33.4703585006398,16.1549848386678,"morphogenesis/development","regulation of neural retina development"
"GO:0061077",-14.8537941455903,-29.7375728457965,"protein modification/signaling","chaperone-mediated protein folding"
"GO:0061078",11.0001488634434,-6.14966253675531,"immune system process","positive regulation of prostaglandin secretion involved in immune response"
"GO:0061081",-6.28986968422901,55.0005648943157,"immune system process","positive regulation of myeloid leukocyte cytokine production involved in immune response"
"GO:0061082",-6.06600730855929,55.8731941241971,"immune system process","myeloid leukocyte cytokine production"
"GO:0061083",-15.5492686662895,-18.2888143963573,"protein modification/signaling","regulation of protein refolding"
"GO:0061084",-13.6956326152963,-24.8275464498918,"protein modification/signaling","negative regulation of protein refolding"
"GO:0061091",11.3921068941425,-28.9722208452099,"cellular component organization","regulation of phospholipid translocation"
"GO:0061092",15.5039376566237,-35.3122812827907,"transport","positive regulation of phospholipid translocation"
"GO:0061097",-18.728874861291,-3.27299194481273,"protein modification/signaling","regulation of protein tyrosine kinase activity"
"GO:0061098",-18.9613047016302,-3.24545014605541,"protein modification/signaling","positive regulation of protein tyrosine kinase activity"
"GO:0061099",-18.2741345026999,-3.31658223344282,"protein modification/signaling","negative regulation of protein tyrosine kinase activity"
"GO:0061100",33.2373341810045,10.9252169888354,"morphogenesis/development","lung neuroendocrine cell differentiation"
"GO:0061101",37.0272000699276,15.7492078616383,"morphogenesis/development","neuroendocrine cell differentiation"
"GO:0061102",31.2362133627253,16.0696633065586,"morphogenesis/development","stomach neuroendocrine cell differentiation"
"GO:0061103",28.2931831883535,17.8634490087286,"morphogenesis/development","carotid body glomus cell differentiation"
"GO:0061104",35.7430339298235,13.2229078322932,"morphogenesis/development","adrenal chromaffin cell differentiation"
"GO:0061105",21.2800526083455,26.5638003351925,"morphogenesis/development","regulation of stomach neuroendocrine cell differentiation"
"GO:0061106",26.3080603717768,15.0867212890843,"morphogenesis/development","negative regulation of stomach neuroendocrine cell differentiation"
"GO:0061107",46.8760153921492,6.39717131539093,"morphogenesis/development","seminal vesicle development"
"GO:0061108",43.7401969805305,12.7501608349044,"morphogenesis/development","seminal vesicle epithelium development"
"GO:0061110",-28.765928741473,-30.8393100350743,"cellular component organization","dense core granule biogenesis"
"GO:0061113",42.3324905133959,10.3094262477263,"morphogenesis/development","pancreas morphogenesis"
"GO:0061114",43.6475332766601,6.92424066253154,"morphogenesis/development","branching involved in pancreas morphogenesis"
"GO:0061115",43.2324452249498,10.0317285637199,"multicellular organismal process","lung proximal/distal axis specification"
"GO:0061117",37.8657387581191,-1.63231393358934,"morphogenesis/development","negative regulation of heart growth"
"GO:0061136",-10.5328839893175,-17.7930917872059,"metabolic process","regulation of proteasomal protein catabolic process"
"GO:0061138",41.6587841539766,10.9683682908154,"morphogenesis/development","morphogenesis of a branching epithelium"
"GO:0061140",35.1908180795481,15.5174348118919,"morphogenesis/development","lung secretory cell differentiation"
"GO:0061141",34.0667938606971,13.1890327970385,"morphogenesis/development","lung ciliated cell differentiation"
"GO:0061143",45.7382947416777,13.3601071362682,"morphogenesis/development","alveolar primary septum development"
"GO:0061144",43.5107199030394,15.0016982678821,"morphogenesis/development","alveolar secondary septum development"
"GO:0061145",45.604655383588,15.3274872302604,"morphogenesis/development","lung smooth muscle development"
"GO:0061146",28.6878258585929,21.0017394800305,"morphogenesis/development","Peyer's patch morphogenesis"
"GO:0061152",42.4609435270539,9.75063125870588,"morphogenesis/development","trachea submucosa development"
"GO:0061153",42.0845855243591,10.8159598931175,"morphogenesis/development","trachea gland development"
"GO:0061154",36.3398288225653,21.853524018497,"morphogenesis/development","endothelial tube morphogenesis"
"GO:0061156",47.5900078855608,19.7045696171604,"morphogenesis/development","pulmonary artery morphogenesis"
"GO:0061157",-36.4865690646834,-31.034514967645,"gene regulation","mRNA destabilization"
"GO:0061158",-36.727199872243,-30.7187094114703,"gene regulation","3'-UTR-mediated mRNA destabilization"
"GO:0061159",25.8967757964993,-2.33215774062996,"morphogenesis/development","establishment of bipolar cell polarity involved in cell morphogenesis"
"GO:0061162",20.6858487724042,-9.0622261170613,"cellular component organization","establishment of monopolar cell polarity"
"GO:0061163",-2.57536495681166,-16.2528638386466,"cellular component organization","endoplasmic reticulum polarization"
"GO:0061168",33.8820609107073,5.36496513896342,"morphogenesis/development","regulation of hair follicle placode formation"
"GO:0061170",41.4767691151006,9.20896286748332,"morphogenesis/development","negative regulation of hair follicle placode formation"
"GO:0061171",-0.72301665973123,-3.38067995737865,"cellular component organization","establishment of bipolar cell polarity"
"GO:0061172",-17.2024062694697,-7.61726715123417,"cell cycle","regulation of establishment of bipolar cell polarity"
"GO:0061178",15.3632025354867,-34.7903978094257,"transport","regulation of insulin secretion involved in cellular response to glucose stimulus"
"GO:0061179",15.7096929972157,-35.4535549473217,"transport","negative regulation of insulin secretion involved in cellular response to glucose stimulus"
"GO:0061180",44.6003458765227,6.21835301335665,"morphogenesis/development","mammary gland epithelium development"
"GO:0061181",33.1793737464333,11.0268177349431,"morphogenesis/development","regulation of chondrocyte development"
"GO:0061182",31.9653195616698,9.43755404096353,"morphogenesis/development","negative regulation of chondrocyte development"
"GO:0061183",37.9913764362971,12.0527882605896,"morphogenesis/development","regulation of dermatome development"
